,Unnamed: 0,emphasized,actual
770,45000008,noooooooooooooo,no
771,45000046,noooo,no
772,45000000,nooooooooooooooo,no
773,45000018,nooooooo,no
774,45000025,nnnnnnno,no
775,45000016,nnnnnnnnnnnno,no
776,45000013,nooooooooooooo,no
777,45000021,nnnnnno,no
778,45000043,nnnno,no
779,45000029,noooooooooo,no
780,45000038,nnnnnnnnnno,no
781,45000003,noo,no
782,45000118,nooooooooooo,no
783,45000012,nnnnnnnnnnnnno,no
784,48000334,nothinggggg,nothing
785,48000149,notttttttthing,nothing
786,48000055,nothingggggggg,nothing
787,48000004,nnothing,nothing
788,48000101,notttttthing,nothing
789,48000287,nothiiiiiiiiiing,nothing
790,48000152,nothhhhhhing,nothing
791,48000074,noooooooothing,nothing
792,48000139,nothhhhhing,nothing
793,48000062,nottthing,nothing
794,48000168,nottttthing,nothing
795,48000017,nothhhhhhhing,nothing
796,48000013,nothhhhhhhhhhhhhing,nothing
797,48000182,nothhhing,nothing
798,48000088,nothingggggggggg,nothing
799,48000032,notttttttttttttthing,nothing
800,48000021,nothinnnnnnnnnnnnnnng,nothing
801,48000082,nothingggggggggggggg,nothing
802,48000200,nooooooooooooothing,nothing
803,48000129,nothiiiiing,nothing
804,48000020,nnnnnnnnnothing,nothing
805,48000035,nothingggg,nothing
806,48000106,nothinnnnnnnnnng,nothing
807,48000274,nothinggggggggggggg,nothing
808,48000109,nothhhhhhhhhhhing,nothing
809,48000115,nothinnnnnnnnnnnnng,nothing
810,48000042,nothiiing,nothing
811,48000121,nooooothing,nothing
812,32000137,okayyyyyyyyyyyyyyy,okay
813,32000025,okkkkkkkkkkkkkkkay,okay
814,32000089,oooooooooooookay,okay
815,32000055,okaaaaaaaaaay,okay
816,32000037,okaaaaaay,okay
817,32000023,okkkkkkkkkkay,okay
818,32000094,okkkkkkkkay,okay
819,32000003,oooooooooookay,okay
820,32000026,okayyyyyyyy,okay
821,32000106,oooooookay,okay
822,32000027,okayyyyyyyyyyyyyy,okay
823,32000116,okkay,okay
824,32000117,okaaaay,okay
825,32000056,okkkkkkkkkkkkkay,okay
826,32000006,okkkkkkkay,okay
827,32000013,okkkkay,okay
828,32000052,oookay,okay
829,32000007,ooookay,okay
830,32000175,okayyyyyyyyyy,okay
831,32000022,okkkay,okay
832,32000016,okaaaaaaaaaaaaay,okay
833,32000146,okayy,okay
834,32000032,okaaaaaaaaay,okay
835,32000001,okaaaaaaay,okay
836,32000048,okayyyyyyyyyyy,okay
837,32000021,okaay,okay
838,32000053,okkkkkkay,okay
839,32000018,okayyyyyy,okay
840,24000042,perfecccccccccccct,perfect
841,24000075,perfffffffffffffffect,perfect
842,24000045,perfeeeeeeeeeect,perfect
843,24000013,perfectttttttttttt,perfect
844,24000006,peeeeeeeeeeeeerfect,perfect
845,24000186,perfectt,perfect
846,24000046,pppppppperfect,perfect
847,24000109,perfeccccccccccccct,perfect
848,24000054,perrrrrrrrrfect,perfect
849,24000238,pperfect,perfect
850,24000286,perfeeeeeeeeeeeeect,perfect
851,24000040,perffffect,perfect
852,24000031,perfectttttt,perfect
853,24000189,ppppppppppppppperfect,perfect
854,24000010,perffffffffffffect,perfect
855,24000001,ppppppppppppperfect,perfect
856,24000472,perfecttttttttttttttt,perfect
857,24000296,perffffffffect,perfect
858,24000092,pppppperfect,perfect
859,24000304,perfeect,perfect
860,24000123,perrrrrrrfect,perfect
861,24000101,perfectttttttt,perfect
862,24000074,peeeeeeeeerfect,perfect
863,24000026,perrrrrrrrrrrfect,perfect
864,24000030,perfecttttttttttttt,perfect
865,24000096,perfeccccccccccccccct,perfect
866,24000295,peeeerfect,perfect
867,24000119,perfecttttttt,perfect
868,4000001,prettyyyyyyyyyyy,pretty
869,4000043,preeeeeetty,pretty
870,4000581,prettyyyyyy,pretty
871,4000033,prettty,pretty
872,4000134,preeeeeeeeeeetty,pretty
873,4000170,prettyyyyyyyyy,pretty
874,4000070,prettyyyyyyyy,pretty
875,4000015,prrretty,pretty
876,4000086,pretttttty,pretty
877,4000011,preeeeeeeeeeeeetty,pretty
878,4000016,pretttttttttttttttty,pretty
879,4000036,prettttty,pretty
880,4000064,pppppppretty,pretty
881,4000246,ppppretty,pretty
882,4000038,prrrrretty,pretty
883,4000002,pppppppppppppppretty,pretty
884,4000042,ppppppppppppretty,pretty
885,4000340,prrrrrrrretty,pretty
886,4000063,ppretty,pretty
887,4000060,pppretty,pretty
888,4000013,prrrrrrrrretty,pretty
889,4000028,prettyyy,pretty
890,4000261,preeeetty,pretty
891,4000040,prrrrrrrrrrrrretty,pretty
892,4000080,pppppppppppretty,pretty
893,4000327,prrrrrrrrrrrrrretty,pretty
894,4000006,prettttttttttty,pretty
895,4000131,prrrrrrrrrretty,pretty
896,41000040,rrrrrrrrrrrrreally,really
897,41000033,reaaaaaally,really
898,41000098,reaaaaaaaaaaaally,really
899,41000060,reeally,really
900,41000046,realllllllly,really
901,41000154,reeeeeally,really
902,41000043,reallyy,really
903,41000085,reallyyyyyy,really
904,41000021,reaaaaaaally,really
905,41000071,reeeeeeeeeeally,really
906,41000010,realllllly,really
907,41000024,reaaaally,really
908,41000059,reallyyyyyyyyyyyyy,really
909,41000007,reaaaaaaaally,really
910,41000185,reallyyyy,really
911,41000004,reallyyyyyyyyyyyyyy,really
912,41000101,reallyyyyyyyy,really
913,41000014,rrrrrrrrreally,really
914,41000114,reallyyyyyyy,really
915,41000305,reeeeeeeeeeeeeeeally,really
916,41000103,rrrrrrrrrrrrrreally,really
917,41000036,reeeeally,really
918,41000139,reallyyy,really
919,41000182,rrrrrrreally,really
920,41000022,reallllly,really
921,41000136,reaaaaally,really
922,41000008,rrrrrrrrrrrreally,really
923,41000172,reallyyyyyyyyyyyy,really
924,31000044,sexxxxxxxxxxxxy,sexy
925,31000027,sexyyyyyyyyyyy,sexy
926,31000009,seeeeeeeexy,sexy
927,31000108,sexxxxxxxxy,sexy
928,31000050,sexxxxy,sexy
929,31000018,sexxxxxxxxxxxxxxy,sexy
930,31000093,sexyyyyyyyyyy,sexy
931,31000033,sssssssssssssexy,sexy
932,31000007,sexxxxxxxy,sexy
933,31000115,seeeeeeeeeeexy,sexy
934,31000069,seeeexy,sexy
935,31000063,seeexy,sexy
936,31000068,ssssssexy,sexy
937,31000031,seeeeeeeeeeeeeexy,sexy
938,31000059,seeeeeeexy,sexy
939,31000118,sexyyyyyyyyyyyyyyy,sexy
940,31000002,sexyyyyyy,sexy
941,31000056,sexxxxxxxxxxxy,sexy
942,31000017,sssexy,sexy
943,31000008,sexyyyyyyyyyyyyyy,sexy
944,31000112,sexxxxxy,sexy
945,31000127,seeeeexy,sexy
946,31000196,sexyyyy,sexy
947,31000058,seexy,sexy
948,31000065,sexxxxxxxxxxxxxy,sexy
949,31000057,sexyyy,sexy
950,31000151,sexyyyyy,sexy
951,31000061,ssssssssexy,sexy
952,7000022,shiiiiiiit,shit
953,7000027,shitttt,shit
954,7000070,shiiiiiiiiiiiiiit,shit
955,7000081,shiiiiit,shit
956,7000036,shhhhhhhit,shit
957,7000063,shiiiiiiiiit,shit
958,7000010,shiiiiiiiiiiiiit,shit
959,7000082,shiiiiiiiiiiit,shit
960,7000039,shitttttttttttt,shit
961,7000137,shhhhit,shit
962,7000029,shiiiiiiiiiiiit,shit
963,7000008,shiiiiiit,shit
964,7000023,shhhhhhhhit,shit
965,7000016,ssshit,shit
966,7000024,shitttttttttttttt,shit
967,7000208,shhhhhit,shit
968,7000057,shhhhhhhhhhhit,shit
969,7000005,shitttttttttt,shit
970,7000015,shhhit,shit
971,7000018,shiiit,shit
972,7000031,shittttttt,shit
973,7000009,shittt,shit
974,7000100,shiiiit,shit
975,7000013,ssssshit,shit
976,7000000,shhit,shit
977,7000047,ssssssssshit,shit
978,7000020,sssssssssssshit,shit
979,7000028,shitt,shit
980,10000068,sssslow,slow
981,10000012,slllllllllllow,slow
982,10000031,sloooooow,slow
983,10000026,slooooooow,slow
984,10000003,sslow,slow
985,10000047,ssssssssslow,slow
986,10000090,sllllllllllllow,slow
987,10000017,slllllllllllllow,slow
988,10000165,sloww,slow
989,10000078,sllllllllllow,slow
990,10000172,ssssssslow,slow
991,10000098,sllow,slow
992,10000001,slowwww,slow
993,10000067,sloooooooooooooow,slow
994,10000025,sllllow,slow
995,10000034,slowww,slow
996,10000002,sllllllow,slow
997,10000095,slowwwwwwwwwwwwwww,slow
998,10000057,slowwwwww,slow
999,10000043,sloooooooooooow,slow
1000,10000191,ssssssssssssslow,slow
1001,10000006,slowwwww,slow
1002,10000009,sloooooooooow,slow
1003,10000038,slllllow,slow
1004,10000013,sloooow,slow
1005,10000051,sllllllllllllllow,slow
1006,10000042,sloooooooow,slow
1007,10000008,sssssslow,slow
1008,15000004,smoottttttttttth,smooth
1009,15000326,sssssssssssssssmooth,smooth
1010,15000169,smmmmmmmooth,smooth
1011,15000037,smoottttttth,smooth
1012,15000003,smoottth,smooth
1013,15000026,smooooooooooooooth,smooth
1014,15000015,sssmooth,smooth
1015,15000061,smooooooooooooooooth,smooth
1016,15000072,smmmmmmmmmmooth,smooth
1017,15000122,smoothhh,smooth
1018,15000119,smoottttttttttttth,smooth
1019,15000398,ssssssssssssssmooth,smooth
1020,15000021,smoooooooooth,smooth
1021,15000117,smmmmmooth,smooth
1022,15000052,smooooth,smooth
1023,15000142,ssmooth,smooth
1024,15000036,smoothhhhh,smooth
1025,15000039,smooooooooooooth,smooth
1026,15000006,smoooth,smooth
1027,15000074,smoothhhhhhhhhhhhhh,smooth
1028,15000107,smmmmmmmmooth,smooth
1029,15000020,smmmmmmooth,smooth
1030,15000053,smootttttttttttth,smooth
1031,15000012,smoooooooth,smooth
1032,15000041,smmmmmmmmmmmmmmooth,smooth
1033,15000137,smmooth,smooth
1034,15000104,ssssssssmooth,smooth
1035,15000047,smoooooth,smooth
1036,39000015,ssssssssssso,so
1037,39000009,soooooooo,so
1038,39000017,sooo,so
1039,39000138,sooooo,so
1040,39000037,sooooooooo,so
1041,39000057,sssso,so
1042,39000026,sssssssssso,so
1043,39000023,ssssssssssssso,so
1044,39000090,sooooooooooo,so
1045,39000005,soooooo,so
1046,39000018,soooo,so
1047,39000044,ssssssssso,so
1048,39000003,soo,so
1049,39000012,sssssssssssso,so
1050,39000014,soooooooooo,so
1051,39000000,ssssssssssssssso,so
1052,39000036,sooooooooooooo,so
1053,39000004,ssssssso,so
1054,39000034,sooooooo,so
1055,39000062,sssssssso,so
1056,39000031,sssssso,so
1057,39000001,ssssso,so
1058,39000006,soooooooooooooo,so
1059,39000007,sso,so
1060,39000022,sssssssssssssso,so
1061,39000002,ssso,so
1062,39000024,soooooooooooo,so
1063,39000029,sooooooooooooooo,so
1064,21000029,supeeeeeeeeeeeeeer,super
1065,21000072,suuuuuuuper,super
1066,21000022,supppper,super
1067,21000013,superrrrr,super
1068,21000152,supper,super
1069,21000012,ssssuper,super
1070,21000226,superrrrrrrrr,super
1071,21000011,suuper,super
1072,21000021,suuuuuuuuuper,super
1073,21000010,supeeeeeeeeeeeeer,super
1074,21000049,sssssssssssssssuper,super
1075,21000016,suuuuuuuuuuper,super
1076,21000129,suppper,super
1077,21000067,superrrrrr,super
1078,21000134,suuuuuuuuper,super
1079,21000038,suppppper,super
1080,21000105,suppppppppppppper,super
1081,21000006,suuuuuper,super
1082,21000062,suppppppppppppppper,super
1083,21000037,supeeeeeeeeeeer,super
1084,21000122,supppppppppper,super
1085,21000046,superr,super
1086,21000018,sssuper,super
1087,21000015,supeeeeeer,super
1088,21000002,superrrrrrrrrrr,super
1089,21000004,supeeeeer,super
1090,21000017,suuuuper,super
1091,21000020,ssssssssssssssuper,super
1092,18000024,swwwwwwwwwweet,sweet
1093,18000122,sweetttttttttttt,sweet
1094,18000045,swwwwwwwweet,sweet
1095,18000002,sssssssssssweet,sweet
1096,18000061,sweeeeeeeeeeeeeeet,sweet
1097,18000015,sweeeeet,sweet
1098,18000012,sweeeeeeeet,sweet
1099,18000013,sssssweet,sweet
1100,18000011,sweett,sweet
1101,18000003,ssssssssssssssweet,sweet
1102,18000031,sweeeeeeeeeet,sweet
1103,18000069,ssssssssssssweet,sweet
1104,18000096,sweetttttttt,sweet
1105,18000082,sweeeeeeeeeeet,sweet
1106,18000060,sweettttttt,sweet
1107,18000001,ssssweet,sweet
1108,18000030,sweeeeeet,sweet
1109,18000191,swwwwwwwwwwwweet,sweet
1110,18000020,sssssssssssssssweet,sweet
1111,18000064,sssssssweet,sweet
1112,18000109,sweettt,sweet
1113,18000187,sweetttt,sweet
1114,18000028,sweetttttttttttttt,sweet
1115,18000072,ssweet,sweet
1116,18000075,ssssssssweet,sweet
1117,18000009,swwwwwwwwwwwwweet,sweet
1118,18000017,sweettttttttttttttt,sweet
1119,18000029,swwwweet,sweet
1120,22000058,ttttttttttasty,tasty
1121,22000029,tastyyyyyyyyyyy,tasty
1122,22000159,ttttasty,tasty
1123,22000024,ttttttttasty,tasty
1124,22000035,tastyy,tasty
1125,22000001,tasttttttty,tasty
1126,22000003,tastttttttttttty,tasty
1127,22000052,taaaaaaaaaaaaaaasty,tasty
1128,22000010,tasssssssssssty,tasty
1129,22000046,tttttttttttasty,tasty
1130,22000020,tasttttttttttttty,tasty
1131,22000042,tasttttttttty,tasty
1132,22000018,tasssssssssssssssty,tasty
1133,22000077,tttttttttttttttasty,tasty
1134,22000047,taaasty,tasty
1135,22000116,tasttttttttttty,tasty
1136,22000036,tassssssssssssssty,tasty
1137,22000033,tastyyyyyyyyyy,tasty
1138,22000147,tasttttty,tasty
1139,22000005,tasssty,tasty
1140,22000120,tastyyyyyyyy,tasty
1141,22000011,ttasty,tasty
1142,22000099,taaaaasty,tasty
1143,22000038,ttttttttttttasty,tasty
1144,22000041,taaaaaaaaaaaaaasty,tasty
1145,22000113,taaaaaaaaaaaasty,tasty
1146,22000164,tastyyyy,tasty
1147,22000027,tastttttttttttttty,tasty
1148,44000018,ttttttttttttoo,too
1149,44000040,toooo,too
1150,44000003,tttttttttttoo,too
1151,44000025,tooo,too
1152,44000008,toooooooooooo,too
1153,44000001,ttttttoo,too
1154,44000017,tooooooo,too
1155,44000002,toooooo,too
1156,44000031,tttttttttttttttoo,too
1157,44000009,tooooooooooooo,too
1158,44000012,toooooooo,too
1159,44000222,tttttttttoo,too
1160,44000005,tooooooooo,too
1161,44000020,ttttoo,too
1162,44000013,tttttoo,too
1163,44000065,ttoo,too
1164,44000099,ttttttttttttttoo,too
1165,44000050,ttttttttttoo,too
1166,44000011,tooooooooooo,too
1167,44000094,ttttttttoo,too
1168,44000006,toooooooooo,too
1169,44000016,tooooooooooooooo,too
1170,44000024,tttttttoo,too
1171,44000032,tooooo,too
1172,44000052,tttttttttttttoo,too
1173,44000000,toooooooooooooo,too
1174,44000028,tttoo,too
1175,44000033,toooooooooooooooo,too
1176,40000021,ugggggggggggggggh,ugh
1177,40000003,ughhhhhhhhhhh,ugh
1178,40000071,uuuuuuuuuuugh,ugh
1179,40000016,uuuuuuuuuuuugh,ugh
1180,40000014,ughhhh,ugh
1181,40000019,uuuuuuuuugh,ugh
1182,40000020,uggggggggh,ugh
1183,40000089,uuuuuugh,ugh
1184,40000066,ughhhhhhhh,ugh
1185,40000080,ughhh,ugh
1186,40000042,uugh,ugh
1187,40000000,ughhhhhhhhhhhhh,ugh
1188,40000044,uuuuuuuuuuuuuuugh,ugh
1189,40000144,ughhhhhhhhhh,ugh
1190,40000006,uggggggggggggggh,ugh
1191,40000041,ughhhhhhhhhhhhhhh,ugh
1192,40000013,uuuuuuugh,ugh
1193,40000028,uggggggggggh,ugh
1194,40000004,ughhhhhhhhhhhh,ugh
1195,40000015,ughhhhh,ugh
1196,40000029,ughhhhhhhhhhhhhh,ugh
1197,40000002,uggggggh,ugh
1198,40000017,ughhhhhhh,ugh
1199,40000011,uuuugh,ugh
1200,40000046,uuuuuuuugh,ugh
1201,40000131,ugggggggggggh,ugh
1202,40000050,ugggggggggggggh,ugh
1203,40000091,uuuuugh,ugh
1204,43000142,veryyyyyyyyyyy,very
1205,43000047,veeeeeeery,very
1206,43000170,verrrry,very
1207,43000029,veeeery,very
1208,43000062,veeery,very
1209,43000160,veryyyyyyyyy,very
1210,43000058,vvvvvvvvvvvvvvery,very
1211,43000000,verrrrrrry,very
1212,43000001,vvvery,very
1213,43000003,verrrrrrrrrrrrry,very
1214,43000005,vvvvvvvvvvery,very
1215,43000016,veeeeeeeeeery,very
1216,43000024,vvvvvvvvvvvvery,very
1217,43000196,veryyyyy,very
1218,43000125,verrrrrrrrrrry,very
1219,43000012,verrry,very
1220,43000118,veryyyyyyyyyyyy,very
1221,43000099,veeeeeeeeeeeeery,very
1222,43000070,verrrrrry,very
1223,43000107,vvvvvvery,very
1224,43000048,verrrrrrrrrrrry,very
1225,43000069,verry,very
1226,43000032,vvvvvery,very
1227,43000055,verrrrrrrry,very
1228,43000038,veeeeeeeeeeeery,very
1229,43000010,verrrrrrrrry,very
1230,43000045,verrrrry,very
1231,43000263,vvvvvvvvery,very
1232,33000003,wasttte,waste
1233,33000024,wasssssssssssste,waste
1234,33000029,waaaaaaaaaaste,waste
1235,33000172,wasteeeeeeeeeeee,waste
1236,33000035,wwwwwwwwwaste,waste
1237,33000181,wasteeeeeeee,waste
1238,33000146,wasteeeeeeeeeee,waste
1239,33000061,wasttttttttttttte,waste
1240,33000086,wassssssssssste,waste
1241,33000049,wastte,waste
1242,33000045,waaaaaaste,waste
1243,33000018,waaste,waste
1244,33000232,wasssste,waste
1245,33000010,wwwwwwwaste,waste
1246,33000023,wwwwwwwwwwwwwwwaste,waste
1247,33000113,wasttttte,waste
1248,33000052,wastee,waste
1249,33000076,wwwwwaste,waste
1250,33000066,waaaaaaaaste,waste
1251,33000057,wwwwwwwwwwwwwaste,waste
1252,33000019,wasttttttttte,waste
1253,33000015,wasttttttttttte,waste
1254,33000163,wwwwwwwwwwwwaste,waste
1255,33000055,wasteeeeeeeeeeeee,waste
1256,33000011,waaaaaaaaaste,waste
1257,33000054,wastttttttte,waste
1258,33000150,wwwaste,waste
1259,33000114,wasteeeeeeeeeeeeee,waste
1260,38000028,waaaaay,way
1261,38000080,waaaaaaaaaaay,way
1262,38000016,wayyyyyyyyyyy,way
1263,38000005,waaaaaaaaaaaay,way
1264,38000001,wwwwwwwwwwwwwwway,way
1265,38000018,waaay,way
1266,38000014,wayyyyyyyyyyyyyy,way
1267,38000051,wwwwwwway,way
1268,38000033,waay,way
1269,38000008,wayy,way
1270,38000010,waaaaaaaaaaaaay,way
1271,38000015,wwwwwwwwwwwway,way
1272,38000040,wwwwwwwwwwwwway,way
1273,38000000,wwwwwwwwwwwwwway,way
1274,38000085,wwwwwwwwwwway,way
1275,38000013,wayyyyyyyyy,way
1276,38000038,waaaaaaaaaaaaaay,way
1277,38000012,wayyyyyyyyyyyyy,way
1278,38000006,wwwwwwwwwway,way
1279,38000055,waaaaaaaaaaaaaaay,way
1280,38000092,wwwwwway,way
1281,38000086,wayyyyyyyyyyyy,way
1282,38000002,waaaaaaaaaay,way
1283,38000035,wayyyyyyyyyy,way
1284,38000072,waaaay,way
1285,38000049,wwway,way
1286,38000004,wwwwwwwwway,way
1287,38000062,wayyyyyy,way
1288,37000051,woooooooooo,woo
1289,37000012,wwwwwwwoo,woo
1290,37000013,woooooooooooooooo,woo
1291,37000073,wwwwwwwwwwwwwwoo,woo
1292,37000001,wooooooooo,woo
1293,37000028,wwwwwwwwoo,woo
1294,37000014,woooooooo,woo
1295,37000006,wooooooo,woo
1296,37000000,wwwwwoo,woo
1297,37000155,wwwoo,woo
1298,37000009,wwwwwwwwwwwwwwwoo,woo
1299,37000017,wooo,woo
1300,37000007,woooooooooooo,woo
1301,37000044,woooo,woo
1302,37000011,wooooooooooooooo,woo
1303,37000015,wwwwwwwwwwwoo,woo
1304,37000053,wwwwwwwwwwwwoo,woo
1305,37000059,wooooooooooooo,woo
1306,37000037,wwwwwwoo,woo
1307,37000036,woooooo,woo
1308,37000058,wwwwwwwwwwoo,woo
1309,37000042,wwoo,woo
1310,37000002,wooooooooooo,woo
1311,37000029,wwwwwwwwwoo,woo
1312,37000008,wwwwwwwwwwwwwoo,woo
1313,37000004,wwwwoo,woo
1314,37000025,woooooooooooooo,woo
1315,37000003,wooooo,woo
1316,34000042,worrrrrrrrrrrrrrrse,worse
1317,34000157,worrrrrrrrrrrse,worse
1318,34000050,worsssssssssse,worse
1319,34000119,worsssssssssssssse,worse
1320,34000060,worsssssssssssse,worse
1321,34000159,worsssssse,worse
1322,34000008,worssssssssssse,worse
1323,34000058,worsssssssse,worse
1324,34000077,worseeeee,worse
1325,34000010,worrse,worse
1326,34000046,worseeeeeeeeeee,worse
1327,34000016,wwwwwwwwwwworse,worse
1328,34000024,woooooorse,worse
1329,34000070,worseeeeeeeeeeee,worse
1330,34000146,woooooooooooooorse,worse
1331,34000014,worrrrrrrrrrrrrrse,worse
1332,34000047,wwwwwwwwwwwwwwworse,worse
1333,34000017,wwwwwwwwwwwwwworse,worse
1334,34000143,worrrrrrrse,worse
1335,34000102,worssssse,worse
1336,34000063,wooooorse,worse
1337,34000031,worsssse,worse
1338,34000012,worrrrrrrrrrse,worse
1339,34000000,worrrse,worse
1340,34000039,worseeeeeeeeee,worse
1341,34000038,worrrrrrrrrrrrrse,worse
1342,34000001,wooooooooooorse,worse
1343,34000037,worsse,worse
1344,20000070,wwwwwwwwwwwwwwwow,wow
1345,20000012,woooooooow,wow
1346,20000028,wowwwwwwww,wow
1347,20000014,wowwwwwwwwww,wow
1348,20000064,wooooooooow,wow
1349,20000009,wooooooooooooow,wow
1350,20000017,wwwwwwow,wow
1351,20000011,woooooow,wow
1352,20000026,woooooooooooow,wow
1353,20000043,wooooow,wow
1354,20000038,wwwwwwwwwow,wow
1355,20000025,wowwwwwww,wow
1356,20000126,wowwwwwwwww,wow
1357,20000030,wwwow,wow
1358,20000060,wwwwwwwwwwwwwow,wow
1359,20000037,wwwwwwwwwwwwwwow,wow
1360,20000010,wooow,wow
1361,20000027,wwwwwow,wow
1362,20000006,wowwwww,wow
1363,20000048,wooooooow,wow
1364,20000055,wwwwwwwwwwwwow,wow
1365,20000041,wowwwwww,wow
1366,20000062,woooow,wow
1367,20000023,wwwwwwwwow,wow
1368,20000061,wowwww,wow
1369,20000004,wwwwwwwwwwow,wow
1370,20000110,wwow,wow
1371,20000003,wowwwwwwwwwwwwww,wow
1372,29000099,yeeeeeeeeeeees,yes
1373,29000036,yesssssssssss,yes
1374,29000021,yeeeeeeeees,yes
1375,29000003,yyyes,yes
1376,29000113,yyyyyyyyyyyyyes,yes
1377,29000011,yyyyes,yes
1378,29000040,yeees,yes
1379,29000025,yeeeeeeeeees,yes
1380,29000114,yeeeeeeees,yes
1381,29000004,yesssssssss,yes
1382,29000049,yesssssssssssss,yes
1383,29000091,yyyyyyyes,yes
1384,29000012,yeeeeeeeeeeeees,yes
1385,29000001,yees,yes
1386,29000024,yyyyyyyyyyyyyyyes,yes
1387,29000009,yyyyyyyyyyyyyyes,yes
1388,29000015,yess,yes
1389,29000050,yessssssss,yes
1390,29000013,yessss,yes
1391,29000092,yeeeeeees,yes
1392,29000008,yessssssssssssss,yes
1393,29000014,yyyyyyes,yes
1394,29000054,yessssss,yes
1395,29000028,yesssss,yes
1396,29000027,yeeeeeeeeeeeeeees,yes
1397,29000088,yeeeeees,yes
1398,29000094,yeeees,yes
1399,29000017,yyyyyyyyes,yes
1400,36000018,yuuuuummy,yummy
1401,36000059,yummmmmy,yummy
1402,36000099,yuummy,yummy
1403,36000019,yummyyyyyyyyyy,yummy
1404,36000066,yummyyyyyyyyyyyyy,yummy
1405,36000038,yummmmmmmmmmy,yummy
1406,36000044,yyyyyyyyyyyummy,yummy
1407,36000014,yuuuuuuummy,yummy
1408,36000020,yummmmmmmmmmmmmmmmy,yummy
1409,36000003,yuuuuuuuuuuuuuummy,yummy
1410,36000030,yyyyyyummy,yummy
1411,36000017,yummyyyyyyyy,yummy
1412,36000007,yyyummy,yummy
1413,36000155,yuuuuuuuuuuuummy,yummy
1414,36000031,yyyyyyyyyyyyyyummy,yummy
1415,36000008,yummmmmmmmmy,yummy
1416,36000069,yummmmy,yummy
1417,36000058,yummyy,yummy
1418,36000056,yummmmmmmy,yummy
1419,36000052,yyyyyyyummy,yummy
1420,36000343,yummyyyyyy,yummy
1421,36000040,yummyyyyyyyyy,yummy
1422,36000045,yuuummy,yummy
1423,36000087,yyummy,yummy
1424,36000123,yuuuuuuuuuuummy,yummy
1425,36000050,yyyyyyyyyyyyummy,yummy
1426,36000021,yuuuummy,yummy
1427,36000000,yummyyyy,yummy
